"site"	"Date"	"latitude"	"longitude"	"MIN_temp"	"MAX_temp"	"MEAN_temp"	"MIN_hum"	"MAX_hum"	"MEAN_hum"	"AB_Culex_pipiens_ss"	"AB_Culex_mimeticus"	"AB_Culex_modestus"	"AB_Culex_sp"	"AB_Culiseta_annulata"	"AB_Culiseta_morsitans"	"AB_Culiseta_sp"	"AB_Coquilletidia_richardii"	"AB_Aedes_vexans"	"AB_Aedes_cinereus_geminus"	"AB_Aedes_rossicus"	"AB_Aedes_caspius"	"AB_Aedes_cataphylla"	"AB_Aedes_annulipes_cantans"	"AB_Aedes_geniculatus"	"AB_Aedes_sticticus"	"AB_Aedes_sp"	"AB_Anopheles_plumbeus"	"AB_Anopheles_claviger"	"AB_Anopheles_sp"	"AB_unidentified"	"WNV_Culex_pipiens_ss"	"WNV_Culex_sp"	"WNV_Aedes_vexans"	"WNV_Anopheles_plumbeus"	"WNV_unidentified"
"S"	"21.08.2023"	"52.465746"	"13.365755"	19.1	29.6	22.64166667	45.5	79.4	64.70625	151	0	0	14	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
"S"	"22.08.2023"	"52.465746"	"13.365755"	14.6	31.6	20.74583333	36.2	99.2	75.61041667	91	0	0	10	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"S"	"23.08.2023"	"52.465746"	"13.365755"	15.1	35.1	21.49583333	33.4	99.2	73.31458333	140	0	0	19	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0
"S"	"24.08.2023"	"52.465746"	"13.365755"	19.6	30.1	22.86470588	46.3	90.3	71.42058824	11	0	0	145	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	26	2	0	0	0	1
"S"	"11.09.2023"	"52.465746"	"13.365755"	15.1	38.1	22.37083333	32.4	93.1	71.58125	55	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"S"	"12.09.2023"	"52.465746"	"13.365755"	17.1	30.6	20.67291667	46.5	100	84.35416667	48	0	0	30	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"S"	"13.09.2023"	"52.465746"	"13.365755"	11.1	30.1	16.43333333	35.5	99.9	85.60208333	41	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"S"	"14.09.2023"	"52.465746"	"13.365755"	10.6	23.6	13.79117647	50.2	96.9	87.98235294	27	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"S"	"17.06.2024"	"52.465746"	"13.365755"	14.1	27.6	19.85	43.8	95.5	74.41304348	56	0	0	0	0	0	0	0	10	0	0	3	0	2	0	0	1	1	0	0	0	0	0	0	0	0
"S"	"18.06.2024"	"52.465746"	"13.365755"	14.1	26.6	17.1625	45.6	100	94.31666667	26	0	0	2	0	0	0	0	3	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0
"S"	"19.06.2024"	"52.465746"	"13.365755"	11.1	22.6	16.45416667	49.6	100	80.34583333	21	0	0	11	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
"S"	"20.06.2024"	"52.465746"	"13.365755"	15.5	21.1	18.06666667	51.4	79.7	66.18	68	0	3	11	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
"S"	"15.07.2024"	"52.465746"	"13.365755"	20.1	27.1	22.93333333	38	79.8	63.85833333	184	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"S"	"16.07.2024"	"52.465746"	"13.365755"	13.6	26.1	19.32916667	53.7	100	82.74166667	83	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"S"	"17.07.2024"	"52.465746"	"13.365755"	14.1	25.1	19.93333333	48.6	96.4	71.75	151	0	1	5	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"S"	"18.07.2024"	"52.465746"	"13.365755"	15.6	25.6	19.45714286	47.4	92.4	74.89285714	131	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
"S"	"12.08.2024"	"52.465746"	"13.365755"	16.6	27.6	21.74583333	41.2	78.6	59.4875	153	0	0	4	0	0	0	0	8	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0
"S"	"13.08.2024"	"52.465746"	"13.365755"	18.1	30.1	23.6625	38	66.8	54.45416667	196	0	5	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"S"	"14.08.2024"	"52.465746"	"13.365755"	19.6	28.6	23.9125	43.9	97	77.89583333	126	0	6	13	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"S"	"15.08.2024"	"52.465746"	"13.365755"	17.1	26.6	20.46666667	62.7	100	87.48	66	0	2	5	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"S"	"09.09.2024"	"52.465746"	"13.365755"	14.1	19.1	16.5	58.5	100	85.056	32	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"S"	"10.09.2024"	"52.465746"	"13.365755"	14.6	18.6	15.7875	60.9	90.3	77.7375	39	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"S"	"11.09.2024"	"52.465746"	"13.365755"	9.1	16.1	12.30833333	54.7	82.7	71.01176471	33	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"S"	"12.09.2024"	"52.465746"	"13.365755"	9.1	15.6	11.16666667	53.4	82.2	73.63	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
"N"	"19.06.2023"	"52.461924"	"13.35891"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"N"	"20.06.2023"	"52.461924"	"13.35891"	19	34.5	23.12463768	53.7	100	84.5884058	141	0	0	7	0	0	0	4	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0
"N"	"21.06.2023"	"52.461924"	"13.35891"	17.5	33.1	23.625	36.2	95.4	67.80138889	225	0	0	3	1	0	0	3	0	0	0	0	0	4	5	0	0	8	0	0	0	0	0	0	0	0
"N"	"22.06.2023"	"52.461924"	"13.35891"	17	28.1	19.68235294	45.5	100	88.3745098	80	0	0	15	0	0	0	5	1	0	0	0	0	3	2	0	3	2	0	0	0	0	0	0	0	0
"N"	"17.07.2023"	"52.461924"	"13.35891"	13.5	28.1	20.8875	34.2	87.6	55.43472222	544	0	0	18	0	0	0	5	21	1	0	0	0	0	3	0	0	2	0	1	0	2	0	0	0	0
"N"	"18.07.2023"	"52.461924"	"13.35891"	12.5	29.1	20.05416667	36.3	83.8	59.58055556	820	0	0	22	1	0	0	2	14	2	0	0	0	2	10	0	0	3	0	0	0	3	0	0	0	0
"N"	"19.07.2023"	"52.461924"	"13.35891"	14.5	24.1	18.21388889	42.5	100	81.50972222	264	0	0	5	0	0	0	3	7	0	0	0	0	1	5	0	0	2	0	0	0	1	0	0	0	0
"N"	"20.07.2023"	"52.461924"	"13.35891"	10.5	23.6	15.03137255	43	97.2	80.90588235	435	0	0	15	1	0	0	1	8	8	0	0	0	0	3	0	0	2	0	0	0	2	1	0	0	0
"N"	"21.08.2023"	"52.461924"	"13.35891"	18.6	26.1	21.58958333	54.2	82.8	70.07083333	228	0	0	142	0	0	0	0	4	8	0	2	0	0	0	1	0	9	0	0	2	2	1	0	0	0
"N"	"22.08.2023"	"52.461924"	"13.35891"	14.6	26.6	20.11041667	45	98.7	78.475	167	0	0	20	0	0	0	1	1	5	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0
"N"	"23.08.2023"	"52.461924"	"13.35891"	15.6	28.1	20.83958333	49	96.8	74.61875	3	0	0	200	0	0	0	0	0	4	0	0	0	0	0	0	6	1	0	2	47	0	0	0	0	0
"N"	"24.08.2023"	"52.461924"	"13.35891"	19.1	28.6	21.93823529	53.4	87.6	75.69411765	256	0	0	20	0	0	0	0	5	4	0	0	0	0	7	0	0	8	0	0	0	0	0	0	0	0
"N"	"11.09.2023"	"52.461924"	"13.35891"	15.6	30.1	22.11041667	45.4	91.7	69.80208333	110	0	0	8	0	0	0	0	3	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0
"N"	"12.09.2023"	"52.461924"	"13.35891"	17.1	25.6	20.02708333	60.3	100	87.82291667	67	0	0	24	1	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0
"N"	"13.09.2023"	"52.461924"	"13.35891"	10.1	22.6	15.90208333	50.7	100	88.35416667	28	0	0	6	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
"N"	"14.09.2023"	"52.461924"	"13.35891"	9.6	17.6	12.45294118	65.6	99.2	90.82058824	10	0	0	4	0	0	0	0	2	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0
"N"	"17.06.2024"	"52.461924"	"13.35891"	13.5	26.6	19.51666667	44.6	96.2	68.75434783	129	4	0	0	0	1	0	1	4	0	0	0	0	6	3	0	4	12	0	0	0	0	0	0	0	0
"N"	"18.06.2024"	"52.461924"	"13.35891"	14.1	25.1	16.64583333	46.6	100	76.57291667	31	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	4	3	0	0	0	0	0	0	0	0
"N"	"19.06.2024"	"52.461924"	"13.35891"	10	22.1	15.55208333	44.2	100	71.16875	60	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"N"	"20.06.2024"	"52.461924"	"13.35891"	15.5	21.1	18.06666667	47.7	90.9	67.55333333	136	0	0	0	0	0	0	4	9	0	0	0	0	1	0	0	2	10	0	0	0	0	0	0	0	0
"N"	"15.07.2024"	"52.461924"	"13.35891"	18	26.1	21.16666667	51.5	86.4	73.45	710	0	0	10	0	0	0	3	1	2	0	0	0	1	2	0	0	8	0	0	0	0	0	0	0	0
"N"	"16.07.2024"	"52.461924"	"13.35891"	13	23.1	18.19583333	71.4	100	89.68333333	139	0	1	6	0	0	0	1	0	1	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0
"N"	"17.07.2024"	"52.461924"	"13.35891"	13.5	24.6	19.34583333	50.9	98.6	77.6375	294	0	5	5	0	0	0	1	1	1	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0
"N"	"18.07.2024"	"52.461924"	"13.35891"	14.5	23.6	17.87142857	62.3	93	80.90714286	647	0	1	22	1	0	0	1	4	2	0	0	0	0	4	0	1	18	0	0	1	0	0	0	0	0
"N"	"12.08.2024"	"52.461924"	"13.35891"	15.5	29.1	21.82083333	38.5	85.3	61.80416667	182	0	5	2	1	0	0	2	25	1	0	0	0	0	1	0	1	39	2	0	0	0	0	0	0	0
"N"	"13.08.2024"	"52.461924"	"13.35891"	17.5	31.5	24.27083333	37.7	70.1	53.075	239	0	1	1	2	0	0	3	14	1	0	1	0	0	3	0	1	27	0	0	0	1	0	0	0	0
"N"	"14.08.2024"	"52.461924"	"13.35891"	19	28.1	23.37916667	51.2	100	83.2375	118	0	1	0	0	0	0	0	16	1	0	0	0	0	4	0	0	13	0	0	0	0	0	0	0	0
"N"	"15.08.2024"	"52.461924"	"13.35891"	17	25.6	19.76	72.9	100	91.9	113	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
"N"	"09.09.2024"	"52.461924"	"13.35891"	NA	NA	NA	NA	NA	NA	30	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
"N"	"10.09.2024"	"52.461924"	"13.35891"	NA	NA	NA	NA	NA	NA	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"N"	"11.09.2024"	"52.461924"	"13.35891"	NA	NA	NA	NA	NA	NA	36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
"N"	"12.09.2024"	"52.461924"	"13.35891"	NA	NA	NA	NA	NA	NA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
